NUMERO;PROMEDIO_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_LENGUA_UNO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NAA_SIETE;NOTA_GRAFOS;NOTA_CALIDAD_UNO;NOTA_ERGONOMIA;NOTA_EI_CINCO;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NOTA_LOG_UNO;VECES_LOG_UNO;CREDITOS_LOG_UNO;NOTA_GOPERACIONES;VECES_GOPERACIONES;CREDITOS_GOPERACIONES;NOTA_CALIDAD_DOS;VECES_CALIDAD_DOS;CREDITOS_CALIDAD_DOS;NOTA_GAMBIENTAL;VECES_GAMBIENTAL;CREDITOS_GAMBIENTAL;NOTA_LENGUA_DOS;VECES_LENGUA_DOS;CREDITOS_LENGUA_DOS;NOTA_CONTEXTO;VECES_CONTEXTO;CREDITOS_CONTEXTO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_EI_SIETE;VECES_EI_SIETE;CREDITOS_EI_SIETE;RENDIMIENTO_NUEVE
173;29.395833333333332;49;30.0;0.0;33.8125;30.0;32.9;5;39.0;37.0;41.0;0.0;27.8;2;14;9;5;4;2;2;2;26.5;2;2;25.0;2;3;36.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
174;36.09375;44;37.9375;44.0;32.6875;32.5;36.1;5;34.5;46.0;40.0;0.0;35.166666666666664;0;11;11;0;5;5;0;1;42.0;1;2;30.0;1;3;39.0;1;2;40;1;2;45.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
177;39.6875;50;39.857142857142854;46.5;34.8125;45.0;37.4;5;48.0;40.0;40.0;0.0;35.25;0;11;11;0;5;5;0;1;45.0;1;2;35.0;1;3;30.0;1;2;40;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
179;35.71875;40;33.214285714285715;0.0;32.8125;30.0;38.1;5;49.0;44.0;35.0;0.0;29.5;1;11;9;2;4;3;1;2;26.5;2;2;30.0;1;3;34.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
180;35.44117647058823;30;32.785714285714285;0.0;29.75;25.0;32.5;4;29.0;35.0;40.0;0.0;26.389999999999997;2;20;9;11;4;2;2;2;24.2;5;2;28.5;2;3;32.0;1;2;33;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
182;31.676470588235293;50;30.571428571428573;0.0;32.4375;30.0;33.3;5;45.0;38.0;30.0;0.0;31.1;1;12;9;3;4;4;0;1;30.0;1;2;35.0;2;3;37.0;1;2;36;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
183;42.8125;45;38.57142857142857;42.5;33.625;40.0;34.1;5;39.0;40.0;36.0;0.0;37.0;0;11;11;0;5;5;0;1;45.0;1;2;44.0;1;3;30.0;1;2;40;1;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
185;36.05882352941177;42;31.666666666666668;0.0;33.625;45.0;36.6;5;45.0;43.0;40.0;0.0;32.2;0;9;9;0;4;4;0;1;35.0;1;2;30.0;1;3;38.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
186;36.6875;42;38.07142857142857;0.0;35.375;45.0;39.5;5;45.0;48.0;40.0;0.0;36.5;0;9;9;0;4;4;0;1;42.0;1;2;41.0;1;3;39.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
187;36.5625;39;33.9375;44.5;33.1875;35.0;34.8;5;43.0;40.0;35.0;0.0;35.0;0;11;11;0;5;5;0;1;39.0;1;2;34.0;1;3;38.0;1;2;41;1;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
188;31.28125;30;28.833333333333332;0.0;32.28125;39.0;31.75;6;41.0;32.0;40.0;0.0;31.1;1;11;9;2;4;4;0;1;30.0;2;2;33.0;1;3;40.0;1;2;36;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
189;28.4375;38;29.428571428571427;50.0;28.765625;22.5;31.7;4;35.0;31.0;42.0;0.0;30.25;2;18;11;7;5;4;1;1;24.0;3;2;33.0;2;3;33.0;1;2;33;1;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
190;35.625;42;32.083333333333336;0.0;33.9375;30.0;33.4;5;36.0;42.0;35.0;0.0;35.5;0;9;9;0;4;4;0;1;30.0;1;2;47.0;1;3;37.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
192;33.1875;42;30.833333333333332;0.0;30.875;30.0;32.2;5;40.0;32.0;39.0;0.0;30.8;0;9;9;0;4;4;0;1;34.0;1;2;32.0;1;3;35.0;1;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
193;35.5;45;31.571428571428573;0.0;32.625;40.0;30.7;5;30.0;33.0;40.0;0.0;29.0;0;9;9;0;4;4;0;2;38.0;1;2;30.0;1;3;30.0;1;2;32;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
194;30.03125;40;26.928571428571427;0.0;29.3125;19.0;31.8;4;40.0;32.5;40.0;0.0;28.0;2;14;9;5;4;2;2;2;27.0;2;2;24.0;2;3;43.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
199;32.75;30;31.071428571428573;0.0;31.28125;30.0;33.083333333333336;6;37.0;38.0;41.0;0.0;29.8;1;15;9;6;4;4;0;2;33.0;1;2;32.0;3;3;31.0;1;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
201;32.015625;0;27.25;0.0;31.23076923076923;13.0;30.5;4;0.0;30.0;41.0;0.0;11.111111111111112;1;6;2;4;1;0;1;2;16.666666666666668;3;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
204;38.88235294117647;40;37.142857142857146;42.5;35.4375;45.0;33.7;5;36.0;42.0;38.0;0.0;32.916666666666664;1;13;11;2;5;5;0;1;31.0;2;2;33.0;1;3;37.0;1;2;41;1;2;39.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
207;32.6875;45;28.464285714285715;0.0;29.8125;30.0;34.2;5;43.0;32.0;44.0;0.0;30.8;1;11;9;2;4;4;0;1;30.0;2;2;38.0;1;3;35.0;1;2;32;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
208;30.25;50;30.214285714285715;0.0;32.34375;23.5;35.6;5;43.0;39.0;42.0;0.0;32.0;1;11;9;2;4;3;1;1;24.0;2;2;44.0;1;3;30.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
211;36.375;40;33.5;0.0;29.34375;30.0;31.3;5;33.0;38.0;35.0;0.0;30.0;0;9;9;0;4;4;0;1;34.0;1;2;30.0;1;3;30.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
212;32.28125;30;33.03333333333333;0.0;31.75;35.0;36.1;5;44.0;40.0;43.0;0.0;33.6;1;11;9;2;4;4;0;1;32.0;2;2;42.0;1;3;36.0;1;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
213;31.0625;38;34.38235294117647;45.0;32.21875;22.5;34.9;5;43.0;39.0;35.0;0.0;36.8;0;9;9;0;4;4;0;1;38.0;1;2;44.0;1;3;38.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
217;37.625;43;35.357142857142854;0.0;30.65625;30.0;37.2;5;43.0;41.0;40.0;0.0;32.2;0;9;9;0;4;4;0;1;35.0;1;2;30.0;1;3;40.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
219;33.375;49;34.4375;48.0;33.53125;45.0;34.4;5;30.0;43.0;41.0;0.0;32.75;1;12;9;3;4;3;1;1;42.0;1;2;28.5;2;3;39.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
222;42.875;45;42.5625;48.0;35.46875;40.0;38.5;6;49.0;39.0;42.0;0.0;36.833333333333336;0;11;11;0;5;5;0;1;42.0;1;2;38.0;1;3;35.0;1;2;45;1;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
223;32.71875;45;37.5;0.0;33.78125;35.0;38.75;6;49.0;42.0;43.0;0.0;37.3;0;9;9;0;4;4;0;1;42.0;1;2;41.0;1;3;38.0;1;2;45;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
224;27.8125;0;22.125;0.0;26.466666666666665;30.0;27.25;2;0.0;28.0;42.0;0.0;11.333333333333334;1;6;2;4;1;0;1;2;17.0;3;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
229;31.40625;38;31.666666666666668;0.0;32.5;37.0;31.9;5;34.0;33.0;40.0;0.0;26.233333333333338;2;16;9;7;4;2;2;2;20.666666666666668;3;2;27.0;2;3;36.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
230;33.78125;49;28.333333333333332;0.0;28.9375;30.0;35.2;5;44.0;36.0;44.0;0.0;31.45;1;12;9;3;4;3;1;1;40.0;1;2;29.5;2;3;34.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
232;33.214285714285715;0;21.54861111111111;0.0;29.633333333333333;35.0;20.7;3;4.0;32.0;38.0;0.0;5.4;1;9;7;2;2;0;2;2;4.5;2;2;0.0;1;3;9.0;1;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
233;41.875;40;33.785714285714285;46.5;33.625;35.0;35.8;5;43.0;34.0;41.0;0.0;38.583333333333336;0;11;11;0;5;5;0;1;39.0;1;2;43.0;1;3;37.0;1;2;43;1;2;48.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
234;35.625;40;37.8;0.0;34.1875;35.0;36.2;5;44.0;38.0;43.0;0.0;28.3;1;11;9;2;4;4;0;2;35.5;2;2;30.0;1;3;30.0;1;2;31;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
236;32.5625;33;37.5;46.0;35.3125;30.0;33.5;5;31.5;33.0;42.0;0.0;32.3;2;13;9;4;4;3;1;1;31.0;2;2;43.0;1;3;26.0;2;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
237;36.5625;50;35.357142857142854;42.5;35.5;40.0;38.6;5;47.0;42.0;42.0;0.0;37.916666666666664;0;11;11;0;5;5;0;1;41.0;1;2;43.0;1;3;38.0;1;2;42;1;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
238;35.15625;44;33.0;44.0;32.40625;30.0;34.1;5;32.5;39.0;44.0;0.0;38.5;0;11;11;0;5;5;0;1;34.0;1;2;48.0;1;3;35.0;1;2;46;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
240;31.875;39;29.472222222222225;0.0;26.484375;25.5;34.7;5;40.0;36.0;41.0;0.0;25.333333333333336;1;13;9;4;4;3;1;2;18.666666666666668;3;2;30.0;1;3;30.0;1;2;33;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
242;40.375;37;38.57142857142857;42.5;35.6875;40.0;35.666666666666664;6;30.0;39.0;42.0;0.0;32.833333333333336;0;11;11;0;5;5;0;1;37.0;1;2;30.0;1;3;39.0;1;2;34;1;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
244;30.9375;45;22.916666666666668;0.0;29.09375;27.0;32.1;5;30.0;37.0;37.0;0.0;26.2;1;11;9;2;4;3;1;2;15.0;2;2;30.0;1;3;30.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
245;35.78125;46;33.214285714285715;45.5;32.0;30.0;35.8;5;44.0;40.0;41.0;0.0;32.5;0;11;11;0;5;5;0;1;37.0;1;2;30.0;1;3;32.0;1;2;40;1;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
249;36.0;46;34.625;40.0;35.4375;40.0;39.0;5;47.0;41.0;45.0;0.0;35.6;0;9;9;0;4;4;0;1;36.0;1;2;40.0;1;3;39.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
250;37.8125;45;37.083333333333336;0.0;37.0625;40.0;37.416666666666664;6;39.0;42.0;43.0;0.0;37.9;0;9;9;0;4;4;0;1;44.0;1;2;43.0;1;3;36.0;1;2;45;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
251;37.9375;40;31.5;0.0;33.21875;30.0;34.0;5;36.0;38.0;41.0;0.0;30.2;1;12;9;3;4;4;0;1;31.0;1;2;30.0;2;3;33.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
253;31.441176470588236;0;37.11764705882353;50.0;38.0;33.0;39.8;8;42.0;40.0;35.0;43.0;41.142857142857146;0;14;14;0;7;7;0;1;43.0;1;2;44.0;1;3;38.0;1;2;0;0;2;41.0;1;2;46.0;1;1;33.0;1;2;44.0;1;2;2
254;33.5625;47;28.916666666666668;0.0;33.5625;30.0;34.4;5;38.0;41.0;39.0;0.0;32.3;2;14;9;5;4;4;0;1;33.5;2;2;32.0;2;3;42.0;1;2;38;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
257;33.4375;40;30.857142857142858;0.0;32.625;30.0;32.0;4;37.0;32.0;42.0;0.0;29.3;1;11;9;2;4;3;1;2;22.5;2;2;34.0;1;3;33.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
258;33.71875;36;39.0;0.0;36.0;43.0;37.8;5;43.0;40.0;44.0;0.0;27.7;1;11;9;2;4;3;1;2;23.0;2;2;33.0;1;3;31.0;1;2;35;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
259;39.3125;45;37.57142857142857;0.0;36.1875;40.0;33.583333333333336;6;33.0;36.0;41.0;0.0;36.2;0;9;9;0;4;4;0;1;36.0;1;2;44.0;1;3;35.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
260;35.6875;31;35.57142857142857;0.0;32.109375;35.0;32.4;5;32.0;36.0;39.0;0.0;29.3;1;11;9;2;4;3;1;2;29.0;2;2;35.0;1;3;34.0;1;2;31;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
261;33.21875;40;34.21875;46.0;29.9375;27.5;34.5;5;41.0;32.0;42.0;0.0;28.013888888888886;2;18;11;7;5;4;1;2;30.0;1;2;30.5;2;3;19.333333333333332;3;2;33;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
262;34.65625;50;34.64583333333333;43.666666666666664;37.5625;45.0;38.4;5;45.0;43.0;42.0;0.0;37.3;0;9;9;0;4;4;0;1;40.0;1;2;45.0;1;3;35.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;3
263;38.3125;45;30.833333333333332;0.0;35.875;47.0;35.4;5;50.0;36.0;41.0;0.0;30.9;1;11;9;2;4;4;0;1;30.0;2;2;31.0;1;3;40.0;1;2;38;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
266;36.875;50;36.42857142857143;42.5;33.5;35.0;34.6;5;31.0;35.0;45.0;0.0;26.7;2;17;9;8;4;3;1;2;32.5;2;2;24.0;3;3;31.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
267;32.875;50;32.86666666666667;0.0;34.71875;39.0;33.2;5;41.0;36.0;38.0;0.0;30.6;1;11;9;2;4;3;1;1;28.5;2;2;37.0;1;3;35.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
268;35.625;45;38.714285714285715;0.0;35.25;40.0;34.75;6;39.0;35.0;41.0;0.0;33.9;0;9;9;0;4;4;0;1;43.0;1;2;35.0;1;3;34.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
269;35.3125;40;33.3125;47.0;33.6875;35.0;34.8;5;39.0;35.0;42.0;0.0;30.5;1;11;9;2;4;4;0;1;30.0;2;2;35.0;1;3;35.0;1;2;35;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
270;36.25;45;37.714285714285715;0.0;35.625;35.0;35.166666666666664;5;29.0;40.0;42.0;0.0;35.8;0;9;9;0;4;4;0;1;37.0;1;2;42.0;1;3;38.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
271;40.0;41;39.583333333333336;0.0;37.0625;40.0;35.583333333333336;6;35.0;39.0;41.0;0.0;38.6;0;9;9;0;4;4;0;1;36.0;1;2;50.0;1;3;40.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
272;34.875;39;34.25;42.0;33.5;35.0;31.0;4;28.0;31.0;42.0;0.0;32.4;1;11;9;2;4;3;1;1;39.0;1;2;40.0;1;3;29.0;2;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
273;33.5625;45;31.952380952380953;42.666666666666664;34.4375;40.0;34.6;5;40.0;39.0;39.0;0.0;27.25;2;16;11;5;5;3;2;2;32.0;1;2;16.0;2;3;28.5;2;2;40;1;2;39.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
274;31.375;31;35.75;44.0;33.75;30.0;34.2;5;40.0;36.0;41.0;0.0;30.5;0;9;9;0;4;4;0;1;30.0;1;2;37.0;1;3;30.0;1;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
275;31.375;47;33.714285714285715;0.0;31.0625;28.5;33.5;5;39.0;36.0;42.0;0.0;33.2;1;11;9;2;4;3;1;1;18.5;2;2;41.0;1;3;43.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
278;35.4375;50;36.785714285714285;0.0;34.875;40.0;35.7;5;37.0;37.0;42.0;0.0;35.2;0;9;9;0;4;4;0;1;40.0;1;2;40.0;1;3;36.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
279;39.25;50;41.53333333333333;0.0;35.25;45.0;36.9;5;39.0;42.0;42.0;0.0;37.3;0;9;9;0;4;4;0;1;41.0;1;2;45.0;1;3;37.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
280;38.4375;45;36.464285714285715;45.25;37.875;40.0;37.1;5;46.0;37.0;39.0;0.0;38.5;0;11;11;0;5;5;0;1;36.0;1;2;50.0;1;3;37.0;1;2;38;1;2;45.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
281;29.010416666666668;0;25.51111111111111;0.0;26.633333333333333;19.0;30.666666666666668;3;0.0;33.0;39.0;0.0;10.888888888888888;1;6;2;4;1;0;1;2;16.333333333333332;3;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
282;36.25;45;36.095238095238095;47.666666666666664;38.0;43.0;35.7;5;30.0;40.0;42.0;0.0;38.333333333333336;0;11;11;0;5;5;0;1;40.0;1;2;42.0;1;3;37.0;1;2;44;1;2;46.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;3
284;29.5;46;29.791666666666668;0.0;33.125;32.0;36.3;5;36.0;42.0;41.0;0.0;32.6;2;14;9;5;4;4;0;1;30.5;2;2;33.0;2;3;45.0;1;2;38;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
285;29.171875;31;28.208333333333332;0.0;27.3125;34.0;32.0;5;41.0;32.0;35.0;0.0;28.85;1;15;9;6;4;3;1;2;24.75;4;2;31.0;1;3;33.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
286;35.9375;46;35.92857142857143;44.0;35.4375;30.0;38.6;5;45.0;43.0;43.0;0.0;35.916666666666664;0;11;11;0;5;5;0;1;34.0;1;2;41.0;1;3;35.0;1;2;43;1;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
287;27.671875;0;27.857142857142858;0.0;29.23076923076923;31.0;32.5;4;39.0;32.0;39.0;0.0;5.333333333333333;0;2;2;0;1;0;1;2;8.0;1;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
292;31.375;33;32.07142857142857;36.0;33.4375;25.5;35.6;5;49.0;32.0;44.0;0.0;34.833333333333336;1;13;11;2;5;4;1;1;25.5;2;2;45.0;1;3;44.0;1;2;37;1;2;35.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
293;38.65625;46;35.285714285714285;47.0;37.25;45.0;35.2;5;40.0;39.0;39.0;0.0;31.291666666666668;1;14;11;3;5;4;1;1;32.0;1;2;22.5;2;3;36.0;1;2;43;1;2;43.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
294;37.34375;45;37.642857142857146;46.0;36.9375;40.0;38.4;5;45.0;42.0;43.0;0.0;35.3;0;9;9;0;4;4;0;1;38.0;1;2;41.0;1;3;34.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
295;34.0625;43;39.06666666666667;0.0;34.125;40.0;34.8;5;39.0;34.0;43.0;0.0;36.3;0;9;9;0;4;4;0;1;36.0;1;2;45.0;1;3;38.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
296;32.59375;45;25.25;0.0;29.083333333333336;21.666666666666668;34.6;5;49.0;34.0;41.0;0.0;29.733333333333338;2;15;9;6;4;2;2;2;24.666666666666668;3;2;42.0;1;3;32.0;1;2;29;2;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
298;37.8125;46;39.142857142857146;46.5;37.875;45.0;38.1;5;46.0;38.0;42.0;0.0;38.0;0;11;11;0;5;5;0;1;37.0;1;2;46.0;1;3;39.0;1;2;41;1;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
301;40.125;45;40.357142857142854;0.0;37.3125;40.0;34.4;5;30.0;39.0;41.0;0.0;36.8;0;9;9;0;4;4;0;1;36.0;1;2;46.0;1;3;40.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
304;34.46875;42;34.666666666666664;0.0;28.9375;30.0;32.8;5;41.0;30.0;43.0;0.0;35.0;0;9;9;0;4;4;0;1;42.0;1;2;36.0;1;3;40.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
305;32.84375;47;30.928571428571427;0.0;35.3125;40.0;37.4;5;44.0;37.0;44.0;0.0;34.1;0;9;9;0;4;4;0;1;38.0;1;2;35.0;1;3;41.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
306;36.5625;50;39.714285714285715;48.0;35.4375;30.0;36.2;5;36.0;43.0;41.0;0.0;39.583333333333336;0;11;11;0;5;5;0;1;41.0;1;2;41.0;1;3;45.0;1;2;45;1;2;45.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
308;44.375;40;38.416666666666664;0.0;38.90625;45.0;38.2;5;49.0;40.0;42.0;0.0;36.6;0;9;9;0;4;4;0;1;45.0;1;2;40.0;1;3;38.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
309;42.3125;41;42.0;50.0;38.8125;40.0;38.1;5;44.0;42.0;40.0;0.0;35.916666666666664;0;11;11;0;5;5;0;1;35.0;1;2;33.0;1;3;45.0;1;2;45;1;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
310;34.375;45;34.583333333333336;0.0;37.5;40.0;33.4;5;33.0;37.0;39.0;0.0;32.6;0;9;9;0;4;4;0;1;30.0;1;2;42.0;1;3;30.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
311;38.625;45;36.06666666666667;0.0;33.59375;40.0;35.4;5;40.0;39.0;41.0;0.0;29.05;1;12;9;3;4;3;1;2;31.0;1;2;29.5;2;3;36.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
313;36.3125;40;40.625;44.5;35.9375;35.0;38.1;5;43.0;43.0;42.0;0.0;33.166666666666664;0;11;11;0;5;5;0;1;30.0;1;2;32.0;1;3;36.0;1;2;42;1;2;43.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2
315;38.8125;45;39.8;0.0;35.125;40.0;36.9;5;39.0;38.0;42.0;0.0;36.2;0;9;9;0;4;4;0;1;40.0;1;2;44.0;1;3;32.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
316;36.0;47;30.533333333333335;0.0;30.333333333333336;25.666666666666668;29.8;3;33.0;25.0;44.0;0.0;32.8;0;9;9;0;4;4;0;1;36.0;1;2;38.0;1;3;34.0;1;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
317;39.375;0;32.083333333333336;0.0;33.56666666666667;45.0;34.0;5;48.0;30.5;30.0;0.0;8.266666666666666;1;8;4;4;2;0;2;2;11.666666666666666;3;2;0.0;0;3;9.0;1;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1
321;32.78125;42;31.642857142857142;0.0;34.75;35.0;35.8;5;42.0;40.0;42.0;0.0;32.6;1;12;9;3;4;4;0;1;42.0;1;2;32.0;2;3;33.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
322;32.6875;40;32.25;0.0;31.03125;28.5;34.2;5;40.0;38.0;39.0;0.0;31.75;1;12;9;3;4;4;0;1;37.0;1;2;30.5;2;3;40.0;1;2;36;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
324;32.65625;36;31.428571428571427;0.0;31.625;32.0;34.8;5;37.0;39.0;43.0;0.0;34.1;0;9;9;0;4;4;0;1;36.0;1;2;31.0;1;3;45.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
325;35.6875;30;33.166666666666664;0.0;36.35294117647059;35.0;32.4;5;40.0;33.0;37.0;0.0;27.2;1;12;9;3;4;3;1;2;31.0;1;2;28.0;2;3;30.0;1;2;33;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
327;36.90625;35;34.8;0.0;30.78125;34.0;33.3;5;40.0;32.0;43.0;0.0;30.4;2;13;9;4;4;2;2;1;23.0;2;2;44.0;1;3;27.0;2;2;36;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
328;35.78125;41;36.96666666666667;0.0;33.05882352941177;22.0;32.5;5;33.0;39.0;42.0;0.0;32.4;1;11;9;2;4;3;1;1;24.5;2;2;43.0;1;3;33.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
329;34.25;43;30.035714285714285;0.0;32.9375;31.0;31.6;4;46.0;37.0;43.0;0.0;29.4;0;9;9;0;4;4;0;2;40.0;1;2;30.0;1;3;32.0;1;2;30;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2
